Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
42,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,917,4,Male,91,1,1,Research Director,3,Divorced,8083,3189,7,Y,No,17,3,4,80,1,21,2,3,8,8,1,6
38,No,Non-Travel,Research & Development,2,3,Other,1,918,1,Female,30,2,2,Laboratory Technician,1,Divorced,6656,2652,9,Y,No,11,3,2,80,1,2,2,3,0,0,0,0
32,No,Travel_Frequently,Sales,1,3,Technical Degree,1,919,3,Male,92,3,2,Sales Representative,4,Single,6069,26380,2,Y,Yes,21,3,1,80,0,16,1,2,7,7,0,6
38,No,Travel_Rarely,Research & Development,5,3,Marketing,1,920,2,Male,96,2,4,Manufacturing Director,4,Divorced,4097,2982,6,Y,No,16,3,2,80,3,19,2,4,0,0,0,0
46,No,Travel_Rarely,Research & Development,3,4,Marketing,1,921,4,Male,49,3,3,Research Scientist,4,Divorced,9091,2575,2,Y,No,23,3,3,80,2,4,6,4,10,0,7,1
27,No,Travel_Rarely,Sales,2,4,Other,1,922,2,Male,72,1,2,Sales Executive,4,Divorced,6962,10524,5,Y,No,22,4,2,80,2,10,0,3,8,7,3,7
38,Yes,Travel_Rarely,Research & Development,9,4,Technical Degree,1,923,2,Female,71,2,5,Research Scientist,2,Single,6447,6307,3,Y,Yes,24,3,1,80,3,22,5,3,5,5,5,0
30,No,Travel_Rarely,Research & Development,11,5,Technical Degree,1,924,4,Male,98,4,1,Research Scientist,4,Single,7896,26864,5,Y,Yes,19,3,1,80,1,12,6,2,9,4,7,3
47,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,925,2,Female,68,3,5,Research Scientist,3,Single,7578,8753,6,Y,No,15,3,3,80,3,2,2,3,3,3,1,0
23,No,Travel_Frequently,Sales,1,4,Technical Degree,1,926,1,Male,91,3,1,Sales Executive,4,Married,4707,12405,7,Y,No,18,3,3,80,1,2,6,2,3,2,0,0
31,No,Non-Travel,Research & Development,15,3,Other,1,927,3,Male,77,1,5,Laboratory Technician,4,Single,6918,12365,5,Y,No,21,4,2,80,0,34,1,2,9,8,5,4
40,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,928,3,Female,35,3,2,Manufacturing Director,2,Divorced,7338,14025,3,Y,No,20,3,1,80,2,18,2,3,1,1,1,1
51,No,Travel_Rarely,Research & Development,22,2,Life Sciences,1,929,2,Female,71,3,3,Research Scientist,4,Single,10343,9740,8,Y,No,21,3,3,80,0,16,6,2,3,0,1,2
36,No,Travel_Frequently,Research & Development,7,4,Marketing,1,930,3,Male,87,3,2,Research Scientist,2,Married,7230,19439,6,Y,No,19,3,4,80,3,19,3,1,10,9,5,3
32,Yes,Non-Travel,Research & Development,3,3,Technical Degree,1,931,1,Male,72,1,4,Laboratory Technician,2,Divorced,4758,8026,8,Y,No,20,3,4,80,3,25,3,3,0,0,0,0
53,No,Travel_Frequently,Research & Development,2,4,Other,1,932,3,Male,39,2,5,Research Scientist,1,Single,9156,22753,2,Y,No,20,3,4,80,0,30,2,2,1,0,0,0
23,Yes,Travel_Rarely,Research & Development,1,3,Technical Degree,1,933,4,Male,68,1,3,Research Scientist,4,Single,4003,3324,4,Y,No,23,3,1,80,3,6,4,2,2,0,1,2
18,No,Travel_Rarely,Sales,2,2,Medical,1,934,3,Female,42,4,5,Sales Executive,2,Divorced,1500,17380,0,Y,No,13,3,4,80,3,27,5,2,0,0,0,0
40,No,Travel_Frequently,Sales,1,3,Life Sciences,1,935,3,Male,68,3,4,Sales Representative,3,Single,5762,5595,7,Y,Yes,11,3,2,80,3,15,2,2,1,1,1,0
32,Yes,Travel_Rarely,Research & Development,7,3,Marketing,1,936,1,Male,40,3,4,Healthcare Representative,3,Married,5095,22211,0,Y,No,24,4,4,80,2,31,3,3,1,0,0,1
27,Yes,Travel_Rarely,Sales,1,5,Medical,1,937,2,Male,45,2,4,Sales Executive,4,Divorced,6194,20707,0,Y,No,24,3,2,80,2,22,3,3,3,1,1,3
43,No,Travel_Rarely,Research & Development,6,1,Other,1,938,1,Female,62,3,2,Manufacturing Director,2,Single,7103,15318,6,Y,No,12,3,3,80,1,12,0,3,3,1,1,2
39,No,Travel_Frequently,Research & Development,7,5,Technical Degree,1,939,3,Female,89,2,2,Laboratory Technician,4,Divorced,7019,3882,7,Y,Yes,15,3,2,80,2,10,1,3,9,9,6,8
31,Yes,Travel_Rarely,Research & Development,2,5,Life Sciences,1,940,3,Male,88,3,3,Manufacturing Director,4,Single,4969,15766,2,Y,Yes,24,3,2,80,0,21,0,1,1,1,1,0
25,No,Travel_Frequently,Sales,1,5,Technical Degree,1,941,4,Female,80,3,4,Sales Executive,3,Single,5769,3153,1,Y,No,20,4,4,80,0,31,4,2,3,1,1,1
44,No,Travel_Rarely,Sales,1,3,Technical Degree,1,942,1,Male,44,1,2,Sales Executive,2,Divorced,7027,21754,6,Y,Yes,17,3,4,80,2,36,1,2,5,2,2,4
42,No,Travel_Frequently,Research & Development,1,4,Technical Degree,1,943,3,Male,72,1,1,Research Scientist,4,Single,6095,26672,9,Y,No,21,3,4,80,0,10,2,3,2,0,2,0
36,No,Travel_Rarely,Sales,10,3,Technical Degree,1,944,3,Female,56,4,1,Sales Executive,4,Single,5842,18660,4,Y,No,16,3,3,80,3,19,2,3,5,1,5,1
53,Yes,Travel_Rarely,Research & Development,3,1,Life Sciences,1,945,3,Female,85,2,2,Laboratory Technician,4,Divorced,7210,7404,0,Y,No,14,3,3,80,2,23,4,3,3,2,3,1
27,No,Travel_Frequently,Sales,12,2,Medical,1,946,4,Female,89,4,3,Sales Representative,2,Single,5408,7292,1,Y,Yes,25,3,1,80,1,10,5,3,6,2,0,4
23,No,Travel_Frequently,Human Resources,4,4,Other,1,947,2,Male,99,1,5,Human Resources,4,Single,4440,26907,2,Y,No,19,3,4,80,1,27,3,2,5,4,0,3
30,No,Non-Travel,Research & Development,4,1,Medical,1,948,1,Male,76,2,4,Laboratory Technician,2,Divorced,5598,12444,5,Y,No,25,3,3,80,2,2,5,3,12,3,9,1
36,No,Travel_Rarely,Sales,5,3,Life Sciences,1,949,3,Female,37,1,2,Sales Representative,3,Married,4890,22582,0,Y,No,22,3,3,80,0,11,2,3,2,0,2,1
39,No,Travel_Rarely,Research & Development,9,1,Other,1,950,2,Male,92,2,3,Research Director,4,Married,7087,13243,7,Y,No,21,3,3,80,2,8,0,3,5,4,0,4
34,Yes,Travel_Rarely,Research & Development,2,2,Marketing,1,951,1,Male,36,3,5,Research Scientist,1,Married,5581,22080,1,Y,Yes,14,4,3,80,2,19,3,3,0,0,0,0
40,No,Travel_Rarely,Research & Development,1,1,Medical,1,952,2,Male,31,4,3,Manufacturing Director,4,Married,8012,15242,4,Y,Yes,13,3,4,80,1,16,2,3,5,3,1,4
25,No,Travel_Frequently,Research & Development,6,4,Life Sciences,1,953,2,Female,46,4,5,Manufacturing Director,3,Married,5067,12599,7,Y,Yes,21,3,1,80,3,4,3,4,3,1,0,1
49,No,Travel_Rarely,Sales,3,3,Life Sciences,1,954,3,Male,33,2,1,Sales Representative,4,Married,8398,21586,4,Y,No,15,3,2,80,3,14,5,4,5,0,3,3
36,No,Travel_Rarely,Sales,4,4,Life Sciences,1,955,1,Male,55,4,5,Sales Representative,1,Divorced,4761,20470,7,Y,Yes,25,3,1,80,2,22,1,3,4,0,2,2
47,No,Travel_Rarely,Research & Development,8,3,Other,1,956,3,Female,98,1,1,Manufacturing Director,3,Divorced,6624,18690,5,Y,No,14,3,4,80,1,17,2,3,0,0,0,0
40,No,Travel_Rarely,Sales,5,5,Technical Degree,1,957,3,Male,34,4,4,Sales Executive,4,Divorced,3671,19267,6,Y,No,12,3,1,80,1,26,2,2,1,0,0,0
41,Yes,Non-Travel,Human Resources,7,3,Marketing,1,958,3,Male,34,2,2,Human Resources,1,Single,6892,8663,7,Y,Yes,13,3,1,80,2,35,3,4,3,3,3,0
42,No,Travel_Rarely,Research & Development,6,3,Other,1,959,4,Male,98,4,1,Manufacturing Director,1,Married,11195,17213,2,Y,Yes,17,3,2,80,2,36,1,3,23,1,17,14
41,No,Travel_Rarely,Human Resources,10,3,Other,1,960,1,Male,32,4,3,Human Resources,4,Married,3900,8189,4,Y,No,22,4,3,80,2,30,0,2,0,0,0,0
42,Yes,Travel_Frequently,Research & Development,9,3,Medical,1,961,4,Male,67,1,5,Research Scientist,2,Divorced,6473,22673,9,Y,No,12,3,3,80,3,21,1,3,0,0,0,0
48,No,Travel_Rarely,Sales,6,4,Marketing,1,962,3,Male,30,3,3,Sales Representative,4,Single,10455,5589,6,Y,Yes,11,3,1,80,2,20,0,2,8,8,0,3
38,Yes,Travel_Rarely,Research & Development,9,3,Life Sciences,1,963,4,Female,37,1,1,Healthcare Representative,1,Single,3931,18239,8,Y,Yes,12,3,4,80,1,26,6,3,0,0,0,0
43,No,Travel_Rarely,Research & Development,16,4,Other,1,964,3,Male,42,4,3,Laboratory Technician,2,Divorced,6957,5641,5,Y,No,22,3,4,80,2,12,6,3,1,0,1,0
36,No,Travel_Rarely,Research & Development,4,4,Marketing,1,965,3,Female,99,4,5,Laboratory Technician,4,Married,4806,9336,9,Y,Yes,18,3,2,80,1,8,4,3,0,0,0,0
49,No,Travel_Rarely,Research & Development,4,2,Medical,1,966,4,Male,79,3,2,Laboratory Technician,3,Single,6387,17481,0,Y,No,18,3,4,80,1,35,5,2,0,0,0,0
30,No,Travel_Rarely,Research & Development,11,3,Technical Degree,1,967,4,Male,37,3,3,Laboratory Technician,3,Married,6539,23492,7,Y,Yes,22,3,3,80,0,29,1,4,12,9,4,6
53,No,Travel_Rarely,Research & Development,6,2,Marketing,1,968,2,Male,59,1,4,Research Scientist,3,Single,7606,16542,5,Y,No,20,3,2,80,1,7,0,3,1,0,1,0
36,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,969,2,Male,69,3,5,Manufacturing Director,4,Married,6052,4162,0,Y,No,12,3,2,80,0,10,3,3,5,2,3,3
24,No,Travel_Rarely,Sales,17,3,Other,1,970,3,Female,62,1,5,Sales Representative,2,Single,4858,16574,3,Y,No,16,3,3,80,2,39,0,3,6,5,4,1
38,No,Travel_Rarely,Research & Development,1,5,Technical Degree,1,971,4,Male,81,2,4,Healthcare Representative,3,Married,5396,25093,5,Y,No,21,3,3,80,0,20,4,3,3,0,2,3
30,Yes,Non-Travel,Research & Development,11,1,Medical,1,972,2,Male,62,4,1,Research Scientist,1,Married,5130,7167,9,Y,No,22,3,2,80,3,28,0,3,6,4,4,3
44,No,Travel_Rarely,Research & Development,11,1,Life Sciences,1,973,3,Female,66,3,4,Healthcare Representative,3,Married,7702,12975,0,Y,Yes,21,3,4,80,3,14,5,2,3,2,3,2
31,Yes,Travel_Frequently,Research & Development,24,1,Technical Degree,1,974,4,Female,99,2,1,Manufacturing Director,2,Divorced,4513,21525,9,Y,Yes,21,3,3,80,3,12,6,2,4,3,2,1
32,Yes,Travel_Rarely,Sales,1,3,Medical,1,975,4,Female,98,2,2,Sales Executive,2,Married,7607,24515,4,Y,No,17,3,3,80,2,8,1,3,11,7,8,4
19,Yes,Travel_Rarely,Sales,7,4,Life Sciences,1,976,3,Male,33,1,1,Sales Executive,3,Married,2555,22987,2,Y,No,11,4,1,80,1,7,0,2,1,0,1,1
32,Yes,Travel_Rarely,Research & Development,4,4,Other,1,977,3,Female,89,1,2,Research Scientist,1,Single,4054,18538,6,Y,No,17,3,3,80,3,5,1,4,0,0,0,0
18,No,Non-Travel,Research & Development,3,4,Medical,1,978,4,Male,60,3,2,Healthcare Representative,1,Single,4566,5630,7,Y,No,22,3,2,80,0,1,4,1,1,0,0,1
22,No,Travel_Rarely,Sales,1,4,Technical Degree,1,979,3,Male,43,1,4,Sales Executive,3,Divorced,1830,10652,2,Y,No,21,3,3,80,2,9,0,3,0,0,0,0
43,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,980,4,Male,89,2,2,Manufacturing Director,3,Single,12286,19780,9,Y,No,18,3,4,80,2,18,0,3,18,11,3,1
44,No,Non-Travel,Sales,5,1,Marketing,1,981,2,Male,97,2,1,Sales Executive,4,Married,7733,15513,2,Y,No,19,3,4,80,0,10,4,3,2,2,0,0
40,No,Travel_Frequently,Research & Development,1,1,Life Sciences,1,982,3,Male,55,4,3,Manufacturing Director,4,Divorced,10669,8797,2,Y,No,24,3,2,80,0,1,5,3,22,2,2,5
28,No,Travel_Rarely,Sales,7,4,Technical Degree,1,983,2,Male,53,2,5,Sales Executive,1,Divorced,5114,8594,5,Y,No,18,3,3,80,2,20,0,2,1,1,0,0
36,No,Non-Travel,Research & Development,10,4,Technical Degree,1,984,2,Female,85,3,5,Laboratory Technician,3,Divorced,2992,22093,5,Y,No,13,3,4,80,2,29,1,3,2,2,1,0
36,No,Travel_Rarely,Research & Development,11,3,Marketing,1,985,4,Male,38,4,1,Laboratory Technician,1,Married,4480,3867,2,Y,No,18,3,3,80,1,2,5,3,0,0,0,0
26,No,Travel_Rarely,Human Resources,18,3,Technical Degree,1,986,3,Male,64,1,3,Human Resources,4,Married,3525,2576,5,Y,Yes,13,3,1,80,2,26,2,3,3,1,2,1
50,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,987,3,Male,53,4,2,Research Scientist,4,Single,7935,9263,8,Y,No,16,3,3,80,0,11,5,3,1,0,1,1
44,No,Travel_Rarely,Research & Development,24,4,Medical,1,988,2,Female,60,2,1,Healthcare Representative,3,Single,7102,16231,7,Y,Yes,14,3,1,80,2,25,6,3,0,0,0,0
35,Yes,Travel_Rarely,Research & Development,16,1,Life Sciences,1,989,3,Male,95,3,2,Research Scientist,3,Single,6919,5764,6,Y,No,17,3,4,80,2,34,2,3,6,1,0,2
37,No,Travel_Frequently,Research & Development,2,4,Technical Degree,1,990,3,Male,95,1,4,Manufacturing Director,2,Divorced,5474,26937,6,Y,Yes,18,3,3,80,0,1,6,3,0,0,0,0
38,No,Travel_Rarely,Research & Development,1,2,Marketing,1,991,3,Female,70,1,3,Laboratory Technician,3,Married,6686,2456,7,Y,Yes,20,3,2,80,1,31,1,3,1,1,1,0
18,No,Travel_Rarely,Research & Development,4,1,Marketing,1,992,2,Female,65,2,5,Laboratory Technician,4,Single,3276,21945,6,Y,No,16,3,1,80,2,38,6,3,0,0,0,0
34,No,Travel_Frequently,Research & Development,4,4,Other,1,993,4,Male,63,3,1,Research Scientist,1,Married,5247,5110,2,Y,No,20,3,2,80,3,22,0,3,4,2,0,0
30,Yes,Travel_Rarely,Research & Development,6,3,Marketing,1,994,4,Female,68,2,5,Research Scientist,2,Divorced,6000,21913,7,Y,No,14,3,4,80,3,2,1,3,9,3,2,4
27,No,Non-Travel,Sales,7,4,Marketing,1,995,2,Female,52,2,2,Sales Representative,3,Married,4565,6907,7,Y,No,18,3,1,80,0,1,4,2,0,0,0,0
34,No,Non-Travel,Research & Development,11,4,Technical Degree,1,996,2,Female,73,3,2,Research Scientist,4,Married,5098,6968,0,Y,No,17,3,3,80,0,24,1,3,1,1,1,1
53,No,Non-Travel,Research & Development,5,3,Medical,1,997,3,Male,99,2,4,Healthcare Representative,2,Divorced,13266,26925,9,Y,Yes,20,3,4,80,0,36,2,3,22,16,16,8
42,No,Travel_Frequently,Sales,1,4,Medical,1,998,4,Female,87,3,2,Sales Representative,4,Single,6493,16202,4,Y,No,25,4,2,80,3,36,6,3,1,0,1,0
31,No,Travel_Rarely,Research & Development,15,3,Technical Degree,1,999,4,Male,88,3,2,Research Scientist,1,Married,3194,22931,4,Y,No,18,3,3,80,0,34,5,3,2,2,1,2
42,No,Travel_Rarely,Research & Development,2,2,Marketing,1,1000,3,Male,55,2,5,Research Scientist,2,Married,5654,6083,0,Y,No,23,3,3,80,3,9,6,3,1,0,0,1
49,No,Travel_Rarely,Research & Development,28,4,Life Sciences,1,1001,3,Male,51,2,5,Manufacturing Director,4,Divorced,12873,18492,5,Y,No,20,3,3,80,1,12,3,3,21,10,4,3
45,No,Travel_Rarely,Research & Development,1,3,Medical,1,1002,3,Male,69,4,1,Research Director,2,Married,5847,26135,5,Y,No,17,3,1,80,0,20,4,4,0,0,0,0
37,No,Travel_Rarely,Research & Development,25,1,Technical Degree,1,1003,2,Male,40,1,1,Healthcare Representative,3,Married,6362,3231,3,Y,No,24,3,1,80,2,4,0,3,5,1,4,0
31,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,1,1004,1,Female,38,1,2,Laboratory Technician,1,Married,5166,2576,5,Y,No,13,3,3,80,1,15,6,2,1,1,1,1
43,No,Non-Travel,Research & Development,2,3,Marketing,1,1005,4,Male,41,3,3,Manufacturing Director,1,Divorced,8747,2240,5,Y,No,13,3,4,80,3,4,5,2,6,4,5,1
40,Yes,Non-Travel,Research & Development,1,4,Technical Degree,1,1006,1,Male,55,4,1,Research Scientist,1,Married,7427,12830,0,Y,No,19,3,1,80,0,5,1,1,2,0,2,1
45,No,Travel_Rarely,Research & Development,9,4,Medical,1,1007,4,Male,67,3,2,Research Director,4,Divorced,7991,17447,4,Y,No,24,3,2,80,2,10,4,3,1,1,1,0
42,No,Travel_Rarely,Research & Development,15,3,Life Sciences,1,1008,4,Male,32,4,5,Research Director,3,Single,6703,25950,1,Y,Yes,17,3,2,80,3,36,2,3,3,0,1,0
46,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,1009,4,Female,44,3,4,Research Scientist,4,Married,7200,7809,6,Y,No,22,3,4,80,1,35,6,2,3,2,2,0
32,Yes,Travel_Frequently,Sales,21,3,Medical,1,1010,4,Male,76,1,5,Sales Executive,2,Divorced,4436,15573,8,Y,No,11,3,2,80,2,1,0,3,4,2,0,1
48,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,1011,3,Male,34,4,5,Research Scientist,3,Divorced,8462,25105,8,Y,Yes,13,3,4,80,1,18,1,3,0,0,0,0
38,No,Travel_Rarely,Research & Development,7,4,Medical,1,1012,4,Male,83,2,4,Research Scientist,3,Married,6709,18754,8,Y,No,21,3,1,80,0,31,6,2,6,0,2,5
55,No,Travel_Rarely,Research & Development,14,4,Technical Degree,1,1013,1,Male,53,2,5,Healthcare Representative,4,Divorced,10984,24438,6,Y,No,11,3,4,80,2,6,5,3,6,1,2,2
30,No,Travel_Rarely,Research & Development,2,2,Other,1,1014,1,Male,40,1,1,Laboratory Technician,4,Single,5584,18481,6,Y,No,16,3,3,80,0,6,1,4,4,2,1,2
52,No,Non-Travel,Research & Development,3,3,Marketing,1,1015,4,Female,62,4,5,Research Scientist,4,Single,9148,23990,0,Y,No,23,4,3,80,3,19,0,3,2,2,0,1
38,No,Travel_Rarely,Research & Development,18,5,Technical Degree,1,1016,1,Female,86,2,4,Research Scientist,1,Single,6668,12140,5,Y,No,12,3,2,80,3,32,5,3,5,5,5,0
31,No,Travel_Rarely,Sales,18,3,Marketing,1,1017,4,Male,81,2,2,Sales Representative,3,Single,6518,10156,4,Y,Yes,17,3,4,80,1,30,3,3,6,6,0,3
32,No,Travel_Frequently,Research & Development,29,4,Marketing,1,1018,3,Female,93,2,2,Laboratory Technician,3,Divorced,6436,12285,7,Y,No,18,3,1,80,0,26,3,3,3,3,3,2
34,No,Travel_Frequently,Human Resources,18,4,Medical,1,1019,4,Female,72,1,2,Human Resources,4,Divorced,5400,12270,7,Y,No,25,3,1,80,0,3,4,3,4,3,0,0
40,No,Travel_Frequently,Research & Development,1,3,Other,1,1020,2,Female,73,3,4,Laboratory Technician,2,Single,7497,20839,3,Y,No,23,3,2,80,2,33,6,3,2,2,0,2
41,No,Travel_Rarely,Research & Development,13,3,Marketing,1,1021,3,Male,65,2,4,Research Scientist,2,Single,4905,21830,0,Y,Yes,23,3,4,80,3,31,1,3,0,0,0,0
31,Yes,Travel_Rarely,Research & Development,4,4,Marketing,1,1022,1,Male,41,2,1,Research Director,3,Single,6983,11597,5,Y,Yes,23,3,4,80,0,20,4,4,3,1,3,0
36,No,Travel_Rarely,Research & Development,29,3,Technical Degree,1,1023,4,Male,85,3,4,Healthcare Representative,2,Single,6847,18270,9,Y,No,25,3,3,80,0,4,0,3,6,1,2,1
56,No,Travel_Rarely,Research & Development,5,3,Other,1,1024,1,Female,32,2,2,Research Scientist,1,Single,9519,6811,0,Y,No,16,4,3,80,0,32,5,2,8,6,7,5
52,No,Travel_Rarely,Research & Development,6,4,Other,1,1025,4,Female,79,4,4,Research Scientist,4,Divorced,10911,9827,4,Y,No,15,4,1,80,3,18,4,3,10,8,9,2
40,No,Travel_Rarely,Research & Development,6,4,Marketing,1,1026,2,Male,58,2,3,Research Scientist,3,Single,6881,21075,4,Y,No,20,3,4,80,3,10,6,3,3,0,1,1
37,Yes,Travel_Rarely,Sales,3,2,Other,1,1027,1,Male,45,3,5,Sales Executive,4,Single,4639,12937,2,Y,No,14,3,4,80,3,22,1,3,4,3,4,2
38,No,Non-Travel,Sales,1,2,Technical Degree,1,1028,3,Female,69,1,1,Sales Executive,4,Married,5606,19356,4,Y,No,19,3,3,80,1,17,6,2,2,1,1,2
42,Yes,Travel_Rarely,Research & Development,18,2,Medical,1,1029,1,Female,56,1,2,Healthcare Representative,2,Divorced,5598,9806,5,Y,No,18,3,3,80,3,4,3,2,2,2,0,2
27,Yes,Non-Travel,Research & Development,12,3,Marketing,1,1030,4,Female,99,4,2,Laboratory Technician,3,Single,5177,4923,4,Y,Yes,15,3,4,80,3,37,3,3,9,1,1,6
34,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1031,2,Female,71,2,3,Healthcare Representative,1,Divorced,3945,7001,0,Y,No,23,3,4,80,3,7,0,2,0,0,0,0
21,Yes,Travel_Rarely,Research & Development,11,3,Marketing,1,1032,2,Male,86,2,1,Laboratory Technician,4,Married,3968,19192,6,Y,No,11,3,3,80,2,8,2,3,2,1,2,1
40,No,Travel_Rarely,Research & Development,7,1,Marketing,1,1033,3,Male,39,3,5,Manufacturing Director,3,Married,6694,9476,2,Y,No,18,3,2,80,2,1,4,3,0,0,0,0
42,No,Travel_Frequently,Research & Development,4,3,Medical,1,1034,2,Female,67,3,1,Manufacturing Director,3,Single,8333,14886,6,Y,No,18,3,3,80,0,8,0,3,12,8,11,1
32,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1035,2,Male,37,4,1,Research Scientist,2,Single,2908,7963,4,Y,No,17,3,3,80,2,19,3,2,1,1,1,0
51,No,Travel_Frequently,Research & Development,15,3,Life Sciences,1,1036,4,Male,47,4,2,Laboratory Technician,3,Single,8065,7935,2,Y,No,17,4,2,80,1,17,6,2,12,9,3,3
25,Yes,Travel_Rarely,Human Resources,9,3,Life Sciences,1,1037,1,Female,46,2,4,Human Resources,2,Single,7364,22614,5,Y,No,18,3,2,80,1,9,1,2,7,2,5,7
23,No,Non-Travel,Sales,6,2,Medical,1,1038,1,Male,87,2,5,Sales Executive,2,Married,4658,18711,0,Y,No,11,3,3,80,0,16,1,2,5,2,0,4
39,No,Travel_Rarely,Sales,7,4,Other,1,1039,2,Female,95,4,1,Sales Executive,4,Divorced,6469,19066,5,Y,No,25,3,3,80,0,37,5,3,0,0,0,0
46,No,Travel_Frequently,Research & Development,1,2,Life Sciences,1,1040,3,Male,73,1,3,Laboratory Technician,4,Single,8504,13523,3,Y,No,25,3,3,80,1,27,2,3,8,1,5,0
52,No,Travel_Rarely,Research & Development,5,3,Other,1,1041,3,Female,38,1,2,Laboratory Technician,2,Divorced,6476,2123,3,Y,No,22,3,2,80,1,2,2,2,4,1,3,0
32,No,Travel_Frequently,Research & Development,1,4,Technical Degree,1,1042,2,Male,77,1,4,Research Director,3,Single,6013,2753,4,Y,No,13,3,4,80,1,36,3,2,4,2,2,0
46,No,Travel_Rarely,Research & Development,1,3,Medical,1,1043,4,Male,68,1,4,Laboratory Technician,4,Single,9850,10114,8,Y,No,14,3,3,80,0,12,2,2,6,0,4,1
36,No,Travel_Rarely,Research & Development,8,4,Other,1,1044,1,Female,35,4,2,Healthcare Representative,1,Married,7320,3606,0,Y,Yes,21,3,1,80,1,35,2,4,11,10,3,6
35,No,Non-Travel,Sales,19,2,Life Sciences,1,1045,3,Male,59,3,1,Sales Executive,4,Single,3082,8525,2,Y,No,16,3,2,80,0,31,1,3,1,0,1,0
44,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,1046,3,Female,47,1,2,Manufacturing Director,2,Single,6731,5578,3,Y,No,20,3,4,80,1,19,5,3,6,2,3,2
42,No,Travel_Rarely,Research & Development,1,3,Other,1,1047,3,Female,72,4,4,Laboratory Technician,3,Single,7222,23050,1,Y,No,25,3,4,80,1,26,4,3,1,0,0,1
22,No,Travel_Frequently,Research & Development,8,1,Other,1,1048,4,Male,62,1,4,Healthcare Representative,3,Married,4174,17468,8,Y,Yes,22,3,2,80,2,36,6,3,3,2,1,3
50,No,Travel_Rarely,Research & Development,16,3,Technical Degree,1,1049,3,Male,82,2,3,Laboratory Technician,3,Divorced,12001,25592,6,Y,No,20,4,4,80,1,4,1,3,14,4,12,7
49,No,Travel_Rarely,Research & Development,11,3,Medical,1,1050,4,Male,85,1,3,Laboratory Technician,4,Married,7158,21229,0,Y,Yes,19,3,1,80,0,31,5,2,0,0,0,0
31,No,Travel_Rarely,Research & Development,16,3,Marketing,1,1051,2,Male,48,4,4,Laboratory Technician,1,Single,6384,4938,8,Y,No,14,3,4,80,1,13,1,3,5,3,1,4
40,Yes,Travel_Frequently,Research & Development,6,4,Technical Degree,1,1052,1,Female,98,2,3,Laboratory Technician,2,Single,5628,18157,5,Y,No,16,3,2,80,3,39,3,2,1,0,0,0
41,No,Travel_Rarely,Research & Development,11,1,Technical Degree,1,1053,1,Female,55,2,3,Research Scientist,3,Single,6351,12118,1,Y,No,19,3,1,80,2,4,5,3,6,6,0,1
39,No,Travel_Rarely,Human Resources,1,3,Technical Degree,1,1054,3,Female,58,1,3,Human Resources,4,Divorced,6337,15875,0,Y,Yes,24,3,3,80,1,13,5,2,0,0,0,0
32,No,Travel_Frequently,Research & Development,3,3,Life Sciences,1,1055,2,Female,53,1,4,Research Scientist,2,Divorced,6240,24703,5,Y,Yes,24,3,2,80,1,9,3,3,3,0,3,1
30,No,Travel_Frequently,Sales,3,3,Other,1,1056,1,Male,35,2,1,Sales Executive,4,Single,5942,4427,6,Y,Yes,23,3,3,80,3,2,5,2,9,0,0,2
36,No,Non-Travel,Research & Development,5,4,Medical,1,1057,3,Female,83,3,1,Healthcare Representative,3,Single,7489,26740,9,Y,No,19,3,4,80,3,35,6,3,3,2,1,2
47,Yes,Travel_Frequently,Research & Development,21,3,Life Sciences,1,1058,2,Female,68,4,5,Research Scientist,1,Divorced,10922,16150,5,Y,No,25,3,4,80,3,12,4,3,10,9,5,1
41,No,Travel_Rarely,Research & Development,16,1,Technical Degree,1,1059,1,Female,33,4,3,Research Scientist,4,Married,5751,11701,6,Y,No,16,3,3,80,3,17,0,3,3,0,1,1
33,No,Travel_Rarely,Research & Development,1,4,Medical,1,1060,2,Female,87,4,1,Manufacturing Director,1,Married,4843,26540,5,Y,No,15,4,3,80,3,4,2,3,4,1,1,4
43,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,1061,4,Male,77,4,5,Research Scientist,3,Divorced,6136,18353,7,Y,No,13,3,1,80,3,14,5,3,3,0,0,2
